iata,icao,name,country,latitude,longitude,altitude,continent
COE,KCOE,Coeur d'Alene Airport,United States,47.773605,-116.824165,2295,America
CFS,YCFS,Coffs Harbour Airport,Australia,-30.320499,153.116302,18,Australia
CNG,LFBG,Cognac Chateaubernard Air Base,France,45.657669,-0.314753,70,Europe
CJB,VOCB,Coimbatore International Airport,India,11.03003,77.043381,1324,Asia
CBP,LPCO,Coimbra Airport,Portugal,40.1572,-8.47,587,Europe
XCO,YOLA,Colac Airport,Australia,-38.285877,143.675186,407,Australia
CBK,KCBK,Colby Municipal Airport,United States,39.42614,-101.050301,3170,America
CDB,PACD,Cold Bay Airport,United States,55.206059,-162.725006,102,America
CXF,PACX,Coldfoot Airport,United States,67.252197,-150.203995,1042,America
CLQ,MMIA,Colima Airport,Mexico,19.27701,-103.577003,2467,America
COL,EGEL,Coll Airport,United Kingdom,56.601898,-6.61778,21,Europe
CRB,YCBR,Collarenebri Airport,Australia,-29.5217,148.582001,152,Australia
CGS,KCGS,College Park Airport,United States,38.980598,-76.922302,48,America
CLL,KCLL,College Station Easterwood Airport,United States,30.588579,-96.3638,320,America
CIE,YCOI,Collie Airport,Australia,-33.359673,116.201027,778,Australia
YKC,CYKC,Collins Bay Airport,Canada,58.236099,-103.678001,1341,America
KCE,YCSV,Collinsville Airport,Australia,-20.598829,147.853699,593,Australia
CMR,LFGA,Colmar Houssen Airport,France,48.110352,7.359147,630,Europe
CGN,EDDK,Cologne Bonn Airport,Germany,50.866001,7.143,302,Europe
CMB,VCBI,Colombo Bandaranaike International Airport,Sri Lanka,7.181139,79.883789,32,Asia
RML,VCCC,Colombo Ratmalana Airport,Sri Lanka,6.821994,79.8862,16,Asia
ONX,MPEJ,Colon Enrique Adolfo Jimenez Airport,Panama,9.356639,-79.867401,25,America
CSA,EGEY,Colonsay Airport,United Kingdom,56.057499,-6.24306,44,Europe
COS,KCOS,Colorado Springs Airport,United States,38.805801,-104.699997,6187,America
QTL,KFLY,Colorado Springs Meadow Lake Airport,United States,38.94595,-104.571159,6824,America
CUB,KCUB,Columbia Jim Hamilton Owens Airport,United States,33.970501,-80.995201,193,America
MRC,KMRC,Columbia Maury County Airport,United States,35.553375,-87.177437,676,America
CAE,KCAE,Columbia Metropolitan Airport,United States,33.938831,-81.119499,236,America
COU,KCOU,Columbia Regional Airport,United States,38.818089,-92.219597,889,America
CBM,KCBM,Columbus Air Force Base,United States,33.64502,-88.446068,200,America
CMH,KCMH,Columbus John Glenn International Airport,United States,39.997971,-82.8918,814,America
UBS,KUBS,Columbus Lowndes County Airport,United States,33.46452,-88.380753,185,America
CSG,KCSG,Columbus Metropolitan Airport,United States,32.516331,-84.938797,397,America
CLU,KBAK,Columbus Municipal Airport,United States,39.261902,-85.896301,656,America
OLU,KOLU,Columbus Municipal Airport,United States,41.447224,-97.341667,1444,America
OSU,KOSU,Columbus Ohio State University Airport,United States,40.079723,-83.073059,906,America
LCK,KLCK,Columbus Rickenbacker International Airport,United States,39.813782,-82.927803,744,America
YCK,CYVL,Colville Lake Airport,Canada,67.03894,-126.079613,843,America
CIY,LICB,Comiso Airport,Italy,36.990002,14.6,620,Europe
CRD,SAVC,Comodoro Rivadavia International Airport,Argentina,-45.785301,-67.4655,190,America
YQQ,CYQQ,Comox Valley Airport,Canada,49.710831,-124.886002,84,America
CPM,KCPM,Compton Woodley Airport,United States,33.889999,-118.244003,97,America
VCS,VVCS,Con Dao Airport,Vietnam,8.7325,106.628891,20,Asia
CKY,GUCY,Conakry International Airport,Guinea,9.576889,-13.6119,72,Africa
CCP,SCIE,Concepcion Carriel Sur International Airport,Chile,-36.772598,-73.063103,26,America
CCR,KCCR,Concord Buchanan Field Airport,United States,37.988888,-122.055557,23,America
CON,KCON,Concord Municipal Airport,United States,43.202702,-71.502296,342,America
USA,KJQF,Concord Regional Airport,United States,35.385139,-80.711189,662,America
CBX,YCDO,Condobolin Airport,Australia,-33.065353,147.213348,640,Australia
CFO,SJHG,Confresa Airport,Brazil,-10.6344,-51.563599,781,America
TZN,MYAK,Congo Town South Andros Airport,Bahamas,24.158367,-77.588799,41,America
CXO,KCXO,Conroe Lone Star Executive Airport,United States,30.356249,-95.415443,237,America
CND,LRCK,Constanta International Airport,Romania,44.362221,28.488331,353,Europe
CZL,DABC,Constantine Mohamed Boudiaf International Airport,Algeria,36.27602,6.620386,2316,Africa
OTD,MPRA,Contadora Airport,Panama,8.629543,-79.034744,56,America
CPD,YCBP,Coober Pedy Airport,Australia,-29.039942,134.720154,738,Australia
COH,VECO,Cooch Behar Airport,India,26.3305,89.467201,138,Asia
CDA,YCOO,Cooinda Airport,Australia,-12.903207,132.532822,53,Australia
CTN,YCKN,Cooktown Airport,Australia,-15.443333,145.183334,26,Australia
OOM,YCOM,Cooma Snowy Mountains Airport,Australia,-36.299999,148.970001,3088,Australia
COJ,YCBB,Coonabarabran Airport,Australia,-31.331585,149.264038,2109,Australia
CNB,YCNM,Coonamble Airport,Australia,-30.980999,148.377808,592,Australia
CJF,YCWA,Coondewanna Airport,Australia,-22.965,118.809998,2327,Australia
CMD,YCTM,Cootamundra Airport,Australia,-34.624413,148.036713,1114,Australia
CPH,EKCH,Copenhagen Airport,Denmark,55.616959,12.645637,17,Europe
QEC,EKCC,Copenhagen Sea Airport,Denmark,55.691055,12.600377,1,Europe
CPO,SCAT,Copiapo Desierto de Atacama Airport,Chile,-27.261248,-70.779221,670,America
YZS,CYZS,Coral Harbour Airport,Canada,64.193329,-83.359398,210,America
ODB,LEBA,Cordoba Airport,Spain,37.841999,-4.84887,297,Europe
COR,SACO,Cordoba International Airport,Argentina,-31.323601,-64.207901,1604,America
CDV,PACV,Cordova Mudhole Smith Airport,United States,60.491772,-145.477005,54,America
CFU,LGKR,Corfu International Airport,Greece,39.601955,19.912003,-1,Europe
CRX,KCRX,Corinth Roscoe Turner Airport,United States,34.914982,-88.603477,415,America
ORK,EICK,Cork Airport,Ireland,51.841381,-8.49111,502,Europe
RNI,MNCI,Corn Island Airport,Nicaragua,12.174793,-83.059334,24,America
CKO,SSCP,Cornelio Procopio Airport,Brazil,-23.1525,-50.602501,1854,America
CZE,SVCR,Coro Jose Leonardo Chirinos Airport,Venezuela,11.41486,-69.681602,52,America
CWW,YCOR,Corowa Airport,Australia,-35.994701,146.356995,469,Australia
CZH,MZCZ,Corozal Airport,Belize,18.382221,-88.410835,39,America
CZU,SKCZ,Corozal Las Brujas Airport,Colombia,9.333333,-75.283302,528,America
CRP,KCRP,Corpus Christi International Airport,United States,27.770361,-97.501198,44,America
NGP,KNGP,Corpus Christi Naval Air Station,United States,27.691982,-97.288437,17,America
EEA,SNCP,Correia Pinto Planalto Serrano Regional Airport,Brazil,-27.634167,-50.358334,2887,America
CNQ,SARC,Corrientes International Airport,Argentina,-27.445499,-58.761799,203,America
CRS,KCRS,Corsicana Municipal Airport,United States,32.027225,-96.39785,442,America
CEZ,KCEZ,Cortez Municipal Airport,United States,37.302776,-108.62722,5918,America
CMG,SBCR,Corumba International Airport,Brazil,-19.0119,-57.673,461,America
CVO,KCVO,Corvallis Municipal Airport,United States,44.501186,-123.285698,243,America
CVU,LPCR,Corvo Airport,Portugal,39.671379,-31.1166,98,Atlantic
CBO,RPWC,Cotabato Awang Airport,Philippines,7.165242,124.209602,189,Asia
COO,DBBB,Cotonou Cadjehoun Airport,Benin,6.357228,2.384353,19,Africa
COT,KCOT,Cotulla La Salle County Airport,United States,28.45669,-99.2183,474,America
CBF,KCBF,Council Bluffs Municipal Airport,United States,41.259201,-95.760597,1253,America
CVF,LFLJ,Courchevel Altiport,France,45.39666,6.633611,6580,Europe
CVT,EGBE,Coventry Airport,United Kingdom,52.36972,-1.47972,267,Europe
CWT,YCWR,Cowra Airport,Australia,-33.846588,148.647888,964,Australia
CXB,VGCB,Cox's Bazar Airport,Bangladesh,21.45219,91.963882,12,Asia
CZM,MMCZ,Cozumel International Airport,Mexico,20.5224,-86.925598,15,America
CIG,KCAG,Craig Moffat Airport,United States,40.495201,-107.522003,6193,America
CRA,LRCV,Craiova International Airport,Romania,44.31813,23.888611,626,Europe
YXC,CYXC,Cranbrook Canadian Rockies International Airport,Canada,49.612221,-115.780998,3084,America
QKT,EGTC,Cranfield Airport,United Kingdom,52.072224,-0.616667,358,Europe
JCS,SNWS,Crateus Airport,Brazil,-5.211346,-40.704185,1037,America
QTJ,KCFJ,Crawfordsville Regional Airport,United States,39.974781,-86.92086,794,America
CSF,LFPC,Creil Air Base,France,49.253609,2.519167,291,Europe
CEC,KCEC,Crescent City Del Norte County Airport,United States,41.779999,-124.235832,57,America
CEW,KCEW,Crestview Bob Sikes Airport,United States,30.77883,-86.522102,213,America
CCM,SBCM,Criciuma Diomicio Freitas Airport,Brazil,-28.725834,-49.424721,93,America
CKI,YCKI,Croker Island Airport,Australia,-11.162432,132.482437,49,Australia
CRI,MYCI,Crooked Island Colonel Hill Airport,Bahamas,22.746042,-74.176781,16,America
CKN,KCKN,Crookston Municipal Airport,United States,47.841702,-96.621597,899,America
CTY,KCTY,Cross City Airport,United States,29.6355,-83.104797,42,America
YCR,CYCR,Cross Lake Airport,Canada,54.61306,-97.751442,685,America
CSV,KCSV,Crossville Memorial Whitson Field Airport,United States,35.951302,-85.084999,1881,America
CRV,LIBC,Crotone Airport,Italy,38.997219,17.08016,521,Europe
CDQ,YCRY,Croydon Airport,Australia,-18.218599,142.253448,388,Australia
CZS,SBCZ,Cruzeiro do Sul International Airport,Brazil,-7.5999,-72.769402,637,America
CUC,SKCC,Cucuta Camilo Daza International Airport,Colombia,7.931389,-72.514099,1098,America
CUY,YCUE,Cue Airport,Australia,-27.448376,117.919884,1464,Australia
CUE,SECU,Cuenca Mariscal Lamar International Airport,Ecuador,-2.88946,-78.984299,8306,America
CVJ,MMCB,Cuernavaca General Mariano Matamoros Airport,Mexico,18.834761,-99.261299,4277,America
CGB,SBCY,Cuiaba Marechal Rondon International Airport,Brazil,-15.6529,-56.116699,617,America
CUL,MMCL,Culiacan International Airport,Mexico,24.76454,-107.473999,108,America
CUM,SVCU,Cumana Antonio Jose de Sucre Airport,Venezuela,10.45033,-64.130402,25,America
CUF,LIMZ,Cuneo Levaldigi Airport,Italy,44.547009,7.623217,1267,Europe
CMA,YCMU,Cunnamulla Airport,Australia,-28.031389,145.616104,630,Australia
CWB,SBCT,Curitiba Afonso Pena International Airport,Brazil,-25.5284,-49.175701,2988,America
BFH,SBBI,Curitiba Bacacheri Airport,Brazil,-25.4025,-49.233891,-1,America
DCN,YCIN,Curtin Airport,Australia,-17.580511,123.828598,285,Australia
CUZ,SPZO,Cusco Alejandro Velasco Astete International Airport,Peru,-13.5357,-71.938698,10860,America
CTB,KCTB,Cut Bank Municipal Airport,United States,48.608349,-112.375999,3857,America
FCN,ETMN,Cuxhaven Nordholz Airport,Germany,53.7677,8.6585,74,Europe
CYU,RPLO,Cuyo Airport,Philippines,10.8581,121.069,13,Asia
CZW,EPRU,Czestochowa Rudniki Airport,Poland,50.884998,19.2047,860,Europe
DLI,VVDL,Da Lat Lien Khuong Airport,Vietnam,11.75056,108.373611,3156,Asia
DAD,VVDN,Da Nang International Airport,Vietnam,16.043909,108.199303,33,Asia
SIQ,WIKS,Dabo Airport,Indonesia,-0.479148,104.57917,100,Asia
TAE,RKTN,Daegu International Airport,South Korea,35.8941,128.658798,116,Asia
DSS,GOBD,Dakar Blaise Diagne International Airport,Senegal,14.671111,-17.066944,290,Africa
DKR,GOOY,Dakar International Airport,Senegal,14.7397,-17.4902,85,Africa
VIL,GMMH,Dakhla Airport,Morocco,23.713333,-15.935,36,Africa
DLM,LTBS,Dalaman Airport,Turkey,36.713051,28.7925,20,Europe
DLZ,ZMDZ,Dalanzadgad Airport,Mongolia,43.608063,104.371773,4767,Asia
DBY,YDAY,Dalby Airport,Australia,-27.1553,151.266998,1137,Australia
OZR,KOZR,Daleville Cairns Army Airfield,United States,31.277718,-85.71273,298,America
DGD,YDGA,Dalgaranga Gold Mine Airport,Australia,-27.830412,117.316521,1455,Australia
DHT,KDHT,Dalhart Municipal Airport,United States,36.022579,-102.546997,3991,America
DLU,ZPDL,Dali Airport,China,25.649401,100.319,7074,Asia
DLC,ZYTL,Dalian Zhoushuizi International Airport,China,38.96566,121.538597,107,Asia
ADS,KADS,Dallas Addison Airport,United States,32.959999,-96.830002,644,America
RBD,KRBD,Dallas Executive Airport,United States,32.680832,-96.868332,660,America
DFW,KDFW,Dallas Fort Worth International Airport,United States,32.89682,-97.037903,607,America
DAL,KDAL,Dallas Love Field Airport,United States,32.847111,-96.8517,487,America
DNN,KDNN,Dalton Municipal Airport,United States,34.723057,-84.870277,710,America
DVR,YDMN,Daly River Mission Airport,Australia,-13.750139,130.69426,46,Australia
DYW,YDLW,Daly Waters Airport,Australia,-16.264694,133.383377,700,Australia
DAM,OSDI,Damascus International Airport,Syria,33.410629,36.514259,2020,Asia
DMM,OEDF,Dammam King Fahd International Airport,Saudi Arabia,26.471161,49.79789,72,Asia
QED,EDWC,Damme Airport,Germany,52.487595,8.185209,148,Europe
DXR,KDXR,Danbury Municipal Airport,United States,41.371666,-73.482224,458,America
DDG,ZYDD,Dandong Langtou Airport,China,40.025551,124.286598,154,Asia
DNP,VNDG,Dang Airport,Nepal,28.111042,82.294563,2104,Asia
DGA,MZPB,Dangriga Airport,Belize,16.982389,-88.231003,155,America
DAN,KDAN,Danville Regional Airport,United States,36.572899,-79.336098,571,America
DNV,KDNV,Danville Vermilion Regional Airport,United States,40.197224,-87.596947,696,America
DCY,ZUDC,Daocheng Yading Airport,China,29.323055,100.053329,14418,Asia
DQA,ZYDQ,Daqing Sartu Airport,China,46.748684,125.139725,499,Asia
DAR,HTDA,Dar-es-Salaam Julius Nyerere International Airport,Tanzania,-6.87811,39.202621,182,Africa
DBR,VE89,Darbhanga Airport,India,26.194721,85.917503,171,Asia
NLF,YDNI,Darnley Island Airport,Australia,-9.58333,143.766998,-1,Australia
DAU,AYDU,Daru Airport,Papua New Guinea,-9.08676,143.207993,20,Pacific
DRW,YPDN,Darwin International Airport,Australia,-12.414365,130.879883,95,Australia
TAZ,UTAT,Dasoguz Airport,Turkmenistan,41.761101,59.826698,272,Asia
DAT,ZBDT,Datong Yungang Airport,China,40.055538,113.481361,3442,Asia
DVO,RPMD,Davao City Francisco Bangoy International Airport,Philippines,7.125522,125.645699,96,Asia
DVN,KDVN,Davenport Municipal Airport,United States,41.610298,-90.588303,751,America
DAV,MPDA,David Enrique Malek International Airport,Panama,8.391003,-82.434898,89,America
QAD,AT07,Davis Plateau Skiway,Antarctica,-68.469635,78.790894,1528,UTC
DWD,OEDW,Dawadmi Domestic Airport,Saudi Arabia,24.445545,44.1287,3249,Asia
TVY,VYDW,Dawei Airport,Myanmar (Burma),14.1,98.199997,84,Asia
YDA,CYDA,Dawson City Airport,Canada,64.043053,-139.127625,1109,America
GDV,KGDV,Dawson Community Airport,United States,47.13871,-104.806999,2458,America
YDQ,CYDQ,Dawson Creek Airport,Canada,55.742329,-120.182999,2148,America
DYG,ZGDY,Dayong Zhangjiajie Hehua Airport,China,29.107121,110.445686,692,Asia
GSM,OIKQ,Dayrestan Qeshm Island Airport,Iran,26.757778,55.905277,27,Asia
DAY,KDAY,Dayton International Airport,United States,39.90237,-84.219299,1009,America
MGY,KMGY,Dayton Wright Brothers Airport,United States,39.58889,-84.224998,957,America
DAB,KDAB,Daytona Beach International Airport,United States,29.185192,-81.060829,34,America
DZH,ZUDA,Dazhou Jinya Airport,China,31.047243,107.435455,1473,Asia
DRI,KDRI,De Ridder Beauregard Regional Airport,United States,30.829233,-93.337662,193,America
SCC,PASC,Deadhorse Airport,United States,70.194748,-148.464996,67,America
LGI,MYLD,Deadman's Cay Airport,Bahamas,23.17901,-75.093498,9,America
YDL,CYDL,Dease Lake Airport,Canada,58.422218,-130.031998,2600,America
DOL,LFRG,Deauville Saint Gatien Airport,France,49.363331,0.16,479,Europe
QPD,EPDE,Deblin Airport,Poland,51.551472,21.891415,380,Europe
DEB,LHDC,Debrecen International Airport,Hungary,47.488911,21.61533,359,Europe
DEC,KDEC,Decatur Airport,United States,39.830002,-88.860001,682,America
QTU,KLUD,Decatur Municipal Airport,United States,33.254257,-97.580498,1046,America
DCU,KDCU,Decatur Pryor Field Regional Airport,United States,34.652699,-86.945396,592,America
DCI,LIED,Decimomannu Air Base,Italy,39.354088,8.973726,95,Europe
YVZ,CYVZ,Deer Lake Airport,Canada,52.666668,-94.5,1100,America
YDF,CYDF,Deer Lake Regional Airport,Canada,49.210831,-57.3913,72,America
DRG,PADE,Deering Airport,United States,66.071198,-162.759888,15,America
DED,VIDN,Dehradun Jolly Grant Airport,India,30.18968,78.180252,1831,Asia
DEX,WAVD,Dekai Nop Goliat Airport,Indonesia,-4.853996,139.485672,180,Asia
IAO,RPNS,Del Carmin Sayak Airport,Philippines,9.858889,126.013885,10,Asia
DRT,KDRT,Del Rio International Airport,United States,29.374201,-100.927002,1002,America
DEL,VIDP,Delhi Indira Gandhi International Airport,India,28.5665,77.103081,777,Asia
YWJ,CYWJ,Deline Airport,Canada,65.211006,-123.434807,697,America
HXD,ZLDL,Delingha Airport,China,37.125,97.268608,9383,Asia
DLV,YDLV,Delissaville Airport,Australia,-12.550293,130.686844,105,Australia
ZDY,OMDL,Delma Island Airport,United Arab Emirates,24.508333,52.335278,19,Asia
DTA,KDTA,Delta Municipal Airport,United States,39.385487,-112.502235,4752,America
DEM,HADD,Dembidolo Airport,Ethiopia,8.552196,34.859032,5158,Africa
DMN,KDMN,Deming Municipal Airport,United States,32.262989,-107.721733,4311,America
DHR,EHKD,Den Helder Airport,Netherlands,52.923351,4.780625,3,Europe
QKD,EGLD,Denham Airport,United Kingdom,51.588451,-0.512884,245,Europe
DNQ,YDLQ,Deniliquin Airport,Australia,-35.558754,144.94664,319,Australia
DNZ,LTAY,Denizli Cardak Airport,Turkey,37.785561,29.70129,2795,Europe
DPS,WADD,Denpasar Ngurah Rai International Airport,Indonesia,-8.74816,115.167099,14,Asia
QQD,KDTO,Denton Enterprise Airport,United States,33.200832,-97.198059,642,America
APA,KAPA,Denver Centennial Airport,United States,39.571236,-104.850883,5840,America
QQH,KFTG,Denver Front Range Airport,United States,39.785278,-104.543053,5512,America
DEN,KDEN,Denver International Airport,United States,39.858784,-104.673882,5433,America
BJC,KBJC,Denver Rocky Mountain Metropolitan Airport,United States,39.900002,-105.110001,5673,America
DGH,VEDO,Deoghar Airport,India,24.446871,86.706619,797,Asia
DPT,UEBD,Deputatskiy Airport,Russia,69.392555,139.89537,926,Asia
DEA,OPDG,Dera Ghazi Khan Airport,Pakistan,29.961,70.485901,492,Asia
DRB,YDBY,Derby Airport,Australia,-17.370001,123.661003,24,Australia
DSM,KDSM,Des Moines International Airport,United States,41.53397,-93.663002,958,America
DSE,HADC,Dessie Kombolcha Airport,Ethiopia,11.111111,39.724998,6117,Africa
DSI,KDTS,Destin Fort Walton Beach Airport,United States,30.399591,-86.470879,18,America
VPS,KVPS,Destin Fort Walton Beach International Airport,United States,30.48333,-86.525299,87,America
DET,KDET,Detroit Coleman A. Young International Airport,United States,42.409191,-83.009804,626,America
DTL,KDTL,Detroit Lakes Airport,United States,46.826389,-95.886108,1396,America
DTW,KDTW,Detroit Metropolitan Wayne County Airport,United States,42.21244,-83.353302,645,America
YIP,KYIP,Detroit Willow Run Airport,United States,42.23772,-83.529999,716,America
DVL,KDVL,Devils Lake Regional Airport,United States,48.113056,-98.907501,1455,America
DPO,YDPO,Devonport Airport,Australia,-41.169724,146.430283,33,Australia
DEF,OIAD,Dezful Airport,Iran,32.438828,48.384682,500,Asia
DDD,VRMU,Dhaalu Kudahuvadhoo Airport,Maldives,2.667222,72.892776,6,Indian
DAC,VGHS,Dhaka Shahjalal International Airport,Bangladesh,23.84333,90.397781,30,Asia
DHI,VNDH,Dhangadhi Airport,Nepal,28.753332,80.581947,690,Asia
DHM,VIGG,Dharamsala Gaggal Kangra Airport,India,32.165001,76.263,2525,Asia
DRV,VRMD,Dharavandhoo Airport,Maldives,5.156091,73.130257,22,Indian
DIB,VEMN,Dibrugarh Airport,India,27.48385,95.016922,362,Asia
DIK,KDIK,Dickinson Theodore Roosevelt Regional Airport,United States,46.797329,-102.801003,2592,America
DIN,VVDB,Dien Bien Phu Airport,Vietnam,21.397499,103.008003,1611,Asia
QCD,ETND,Diepholz Air Base,Germany,52.585564,8.340962,118,Europe
DPE,LFAB,Dieppe Saint Aubin Airport,France,49.884739,1.080881,338,Europe
DIJ,LFSD,Dijon Longvic Airport,France,47.265831,5.095,726,Europe
DKS,UODD,Dikson Airport,Russia,73.517807,80.379669,47,Asia
DIL,WPDL,Dili Presidente Nicolau Lobato International Airport,Timor-Leste (East Timor),-8.54641,125.524803,25,Asia
DLG,PADL,Dillingham Airport,United States,59.044659,-158.505005,82,America
DLN,KDLN,Dillon Airport,United States,45.255402,-112.553001,5241,America
DMU,VEMR,Dimapur Airport,India,25.879816,93.772865,485,Asia
DNR,LFRD,Dinard Pleurtuit Saint-Malo Airport,France,48.587769,-2.08,219,Europe
DPL,RPMG,Dipolog Airport,Philippines,8.601389,123.334442,12,Asia
DIR,HADR,Dire Dawa International Airport,Ethiopia,9.6247,41.854198,3829,Africa
DRN,YDBI,Dirranbandi Airport,Australia,-28.586632,148.217728,560,Australia
DIU,VA1P,Diu Airport,India,20.716667,70.916664,31,Asia
DIQ,SNDV,Divinopolis Airport,Brazil,-20.1807,-44.870899,2608,America
DIY,LTCC,Diyarbakir Airport,Turkey,37.89389,40.201012,2251,Europe
DJG,DAAJ,Djanet Inedbirene Airport,Algeria,24.292761,9.452444,3169,Africa
DJE,DTTJ,Djerba Zarzis International Airport,Tunisia,33.875031,10.77546,19,Africa
JIB,HDAM,Djibouti Ambouli International Airport,Djibouti,11.54733,43.159481,49,Africa
DNK,UKDD,Dnipro Dnipropetrovsk International Airport,Ukraine,48.35722,35.100552,481,Europe
DOB,WAPD,Dobo Rar Gwamar Airport,Indonesia,-5.77376,134.209427,64,Asia
DKV,YDVR,Docker River Airport,Australia,-24.859524,129.121811,1937,Australia
DDC,KDDC,Dodge City Regional Airport,United States,37.763119,-99.965401,2596,America
DOD,HTDO,Dodoma Airport,Tanzania,-6.17043,35.752571,3637,Africa
DOH,OTHH,Doha Hamad International Airport,Qatar,25.272524,51.608604,13,Asia
DIA,OTBD,Doha International Airport,Qatar,25.261059,51.565094,35,Asia
DLE,LFGJ,Dole Jura Airport,France,47.04277,5.435,645,Europe
DOP,VNDP,Dolpa Airport,Nepal,28.985701,82.819099,8200,Asia
DOM,TDPD,Dominica Douglas Charles Airport,Dominica,15.54702,-61.299999,73,America
QCO,EDTD,Donaueschingen Villingen Airport,Germany,47.973747,8.52224,2228,Europe
DSA,EGCN,Doncaster Sheffield Airport,United Kingdom,53.47472,-1.00444,55,Europe
CFN,EIDL,Donegal Airport,Ireland,55.044189,-8.341,30,Europe
DOK,UKCC,Donetsk Sergey Prokofiev International Airport,Ukraine,48.073608,37.739719,791,Europe
VDH,VVDH,Dong Hoi Airport,Vietnam,17.514999,106.590553,59,Asia
DOY,ZSDY,Dongying Shengli Airport,China,37.510277,118.784447,13,Asia
DMD,YDMG,Doomadgee Airport,Australia,-17.940001,138.820007,153,Australia
DTM,EDLW,Dortmund Airport,Germany,51.518311,7.612242,425,Europe
DHN,KDHN,Dothan Regional Airport,United States,31.321329,-85.4496,400,America
DLA,FKKD,Douala International Airport,Cameroon,4.006081,9.719481,33,Africa
DGW,KDGW,Douglas Converse County Airport,United States,42.796082,-105.386177,4913,America
DOU,SBDO,Dourados Airport,Brazil,-22.202778,-54.925556,1503,America
DOV,KDOV,Dover Air Force Base,United States,39.129501,-75.466003,29,America
DYL,KDYL,Doylestown Airport,United States,40.333,-75.122299,394,America
DRK,MRDK,Drake Bay Airport,Costa Rica,8.718889,-83.639046,22,America
DRS,EDDC,Dresden Airport,Germany,51.133728,13.767246,728,Europe
YHD,CYHD,Dryden Regional Airport,Canada,49.831661,-92.744102,1354,America
DRY,YDRD,Drysdale River Airport,Australia,-15.713673,126.381226,1257,Australia
NHD,OMDM,Dubai Al Minhad Air Base,United Arab Emirates,25.0268,55.366199,165,Asia
DXB,OMDB,Dubai International Airport,United Arab Emirates,25.252769,55.364441,62,Asia
DWC,OMDW,Dubai World Central International Airport,United Arab Emirates,24.88611,55.172222,170,Asia
DBO,YSDU,Dubbo City Airport,Australia,-32.216599,148.574707,935,Australia
DUB,EIDW,Dublin Airport,Ireland,53.421379,-6.27,242,Europe
PSK,KPSK,Dublin New River Valley Airport,United States,37.137222,-80.678612,2105,America
DBN,KDBN,Dublin W.H. 'Bud' Barron Airport,United States,32.5644,-82.985298,309,America
QIW,EIWT,Dublin Weston Airport,Ireland,53.352337,-6.488054,155,Europe
DUJ,KDUJ,DuBois Regional Airport,United States,41.178169,-78.89875,1798,America
DBV,LDDU,Dubrovnik Rudjer Boskovic Airport,Croatia,42.561352,18.26824,527,Europe
DBQ,KDBQ,Dubuque Regional Airport,United States,42.400002,-90.699997,1077,America
DLH,KDLH,Duluth International Airport,United States,46.842079,-92.193604,1427,America
DGT,RPVD,Dumaguete City Sibulan Airport,Philippines,9.333714,123.3004,15,Asia
DUM,WIBD,Dumai Pinang Kampai Airport,Indonesia,1.609194,101.433502,55,Asia
DUC,KDUC,Duncan Halliburton Airport,United States,34.472221,-97.959724,1113,America
DCT,MYRD,Duncan Town Airport,Bahamas,22.181782,-75.729286,15,America
DND,EGPN,Dundee Airport,United Kingdom,56.452492,-3.02583,17,Europe
DUE,FNDU,Dundo Airport,Angola,-7.40089,20.818501,2451,Africa
DUD,NZDN,Dunedin International Airport,New Zealand,-45.928478,170.198944,-1,Pacific
DNH,ZLDH,Dunhuang Airport,China,40.16111,94.809158,9186,Asia
DKI,YDKI,Dunk Island Airport,Australia,-17.939148,146.14151,31,Australia
QKU,EGTU,Dunkeswell Airport,United Kingdom,50.860638,-3.233885,833,Europe
DQM,OODQ,Duqm International Airport,Oman,19.499168,57.641865,377,Asia
DGO,MMDO,Durango International Airport,Mexico,24.124189,-104.528,6104,America
DRO,KDRO,Durango La Plata County Airport,United States,37.151508,-107.752998,6685,America
DUA,KDUA,Durant Regional Airport,United States,33.942299,-96.394501,699,America
DUR,FALE,Durban King Shaka International Airport,South Africa,-29.616667,31.108334,304,Africa
VIR,FAVG,Durban Virginia Airport,South Africa,-29.770599,31.058399,20,Africa
RDP,VEDG,Durgapur Kazi Nazrul Islam Airport,India,23.621389,87.243332,289,Asia
DRR,YDRI,Durrie Airport,Australia,-25.68469,140.227798,225,Australia
DYU,UTDD,Dushanbe International Airport,Tajikistan,38.543331,68.824997,2575,Asia
DUS,EDDL,Dusseldorf International Airport,Germany,51.289452,6.766775,147,Europe
MGL,EDLN,Dusseldorf Monchengladbach Airport,Germany,51.23035,6.504494,125,Europe
QTD,KDYR,Dyersburg Regional Airport,United States,35.996822,-89.407188,319,America
DZA,FMCZ,Dzaoudzi Pamandzi International Airport,Mayotte,-12.8066,45.280548,23,Indian
EAA,PAEG,Eagle Airport,United States,64.778168,-141.150497,908,America
EGE,KEGE,Eagle County Regional Airport,United States,39.642551,-106.917,6547,America
EGV,KEGV,Eagle River Airport,United States,45.929169,-89.265831,1642,America
YXR,CYXR,Earlton Timiskaming Airport,Canada,47.697742,-79.846527,791,America
HTO,KJPX,East Hampton Airport,United States,40.959442,-72.251663,56,America
ELS,FAEL,East London Airport,South Africa,-33.0355,27.82593,435,Africa
ZEM,CZEM,Eastmain River Airport,Canada,52.226849,-78.522507,30,America
ESN,KESN,Easton Airport,United States,38.802776,-76.06778,72,America
ESD,KORS,Eastsound Orcas Island Airport,United States,48.70816,-122.910591,19,America
